MF,CODIGO,DESCRIPCION,APLICACIÓN,PRECIO VENTA,CANTIDAD,NOTAS,TIPO REPUESTO,MARCA REPUESTO,MARCA AUTO,PRECIO
285S5,BD126240,DISCO TRASERO DE FRENOS,"ML 320 98-03,",Q496.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,ML,
344V5,BD126245,DISCO DELANTERO DE FRENOS,ML500 02-05,Q981.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,ML500,
276V4,BD126290,DISCO DELANTERO DE FRENOS,MINICOOPER 02-07,Q326.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,MINICOOPER,
305S5,BD125540,DISCO TRASERO DE FRENOS,"LAND ROVER RANGE ROVER 96-02, DISCOVERY 99-04",Q510.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,LAND ROVER,
277V5,BD126318,DISCO DELANTERO DE FRENOS,LAND ROVER FREELANDER 02-05,Q700.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,LAND ROVER,
297V5,BD126319,DISCO DELANTERO DE FRENOS,LAND ROVER DISCOVERY 99-04,Q580.00,3,3 JOEL,DISCOS DE FRENOS,WAGNER,LAND ROVER,
330S5,BD180145,DISCO TRASERO DE FRENOS,"MERCEDES BENZ ML350/500 06-11/07, ML450 10-11",Q769.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,MERCEDES BENZ,
330V5,BD180037,DISCO DELANTERO,"MERCEDES BENZ LM350 06-11, LM450 10-11, LM500 06-07",1.189.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,MERCEDES BENZ,
295V5,BD180049,DISCO DELANTERO DE FRENOS,SUZUKI GRAND VITARA V6 06-13,Q403.00,1,1 JOEL,DISCOS DE FRENOS,WAGNER,SUZUKI,
278S5,BD180014E,DISCO TRASERO DE FRENOS,"SUZUKI SX4 07-13, SUZUKI CROSSOVER 2012",Q631.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,SUZUKI,
260V5,BD125045E,DISCO DELANTERO DE FRENOS,SUBARU IMPREZA R14 93-01. LEGACY 90-01,Q323.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,SUBARU,
277V5,BD125198,DISCO DELANTERO DE FRENOS,"SUBARU IMPREZA R15 98-02, FORESTER 98-02",Q339.00,1,1JOEL,DISCOS DE FRENOS,WAGNER,SUBARU,
293V5,BD126192,DISCO DELANTERO DE FRENOS,"SUBARU FORESTER 09-15, IMPREZA 08-14, LEGACY 06-14",Q355.00,1,,DISCOS DE FRENOS,WAGNER,SUBARU,
266S5,BD126494,DISCO TRASERO DE FRENOS OS30126494,"SUBARU IMPREZA 03-07, FORESTER 05-08",Q562.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,SUBARU,
254V4,BD125173,DISCO DELANTERO DE FRENOS 43512-16080,"TOYOTA PASEO 92-95, STARLET 89-96",Q213.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
275V5,BD125223,DISCO DELANTERO DE FRENOS,TOYOTA SIENNA 98-03 BD125612 AVENCIS,Q348.00,1,1 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
310V6,BD125354,DISCO DELANTERO DE FRENOS,TOYOTA LAND CRUISER 93-97,Q395.00,5,3 JOEL 2 CHIQUIMULA,DISCOS DE FRENOS,WAGNER,TOYOTA,
275V5,BD125425,DISCO DELANTERO DE FRENOS,TOYOTA CELICA 94-99,Q356.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
320V6,BD125527E,DISCO DELANTERO DE FRENOS 43512-35210,"TOYOTA 4RUNNER 96-02 R16, TACOMA 2004",Q451.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
318V6,BD125679E,DISCO DELANTERO DE FRENOS,TOYOTA TUNDRA 00-05; SEQUOIA 01-07,Q565.00,6,6 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
259S5,BD126558E,DISCO TRASERO DE FRENOS,"TOYOTA COROLLA 08-19, MATRIX 09-14, PRIUS 10-19",Q405.00,4,4JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
296V5,BD126060E,DISCO DELANTERO DE FRENOS,TOYOTA HIGHLANDER 01-07,Q751.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
338V6,BD126089,DISCO DELANTERO DE FRENOS,"TOYOTA 4RUNNER 03-09,LAND CRUISER PRADO AGENCIA",Q513.00,5,2 MARTI 2 CHIMULA,DISCOS DE FRENOS,WAGNER,TOYOTA,
318V6,BD126090E,"DISCO DELANTERO DE FRENOS 12 17/32 ""BR31327 43512-OK090 = 980161R","TOYOTA 4RUNNER 4WD 03-09 TACOMA 05-11, VIGO 11>",Q470.00,1,TECNO,DISCOS DE FRENOS,WAGNER,TOYOTA,
275V5,BD126311E,DISCO DELANTERO DE FRENOS 43512-OK120K,"TOYOTA TACOMA 05-15, HILUX VIGO TAILANDES 2WD 2006>",Q532.00,21,15 JOEL 4 ZONA 9 2 MARTI,DISCOS DE FRENOS,WAGNER,TOYOTA,
281S5,BD126405E,DISCO TRASERO DE FRENOS,TOYOTA RAV4 06-12,Q344.00,6,6 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
296V5,BD126407E,DISCO DELANTERO DE FRENOS 43512-42050,"TOYOTA RAV4 06-15 3RD FILA, MATRIX 2.4L 09->",Q578.00,1,1 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
345V5,BD126554E,DISCO TRASERO DE FRENOS,"TOYOTA LAND CRUISER 08-19, LEXUS LX570 08-19",Q602.00,1,,DISCOS DE FRENOS,WAGNER,TOYOTA,
340V5,BD126570,DISCO DELANTERO DE FRENOS 43512-60180,TOYOTA LAND CRUISER PRADO 08-15 LEXUS LX570 08-15,Q1.034.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
248V5,BD60759 ®,DISCO DELANTERO DE FRENOS43512-35080K,TOYOTA HILUX 84-04 2WD 1/2 TONELADA,Q227.00,1,1 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
243S4,BD60803,DISCO DELANTERO DE FRENOS,TOYOTA TERCEL 83-90,Q209.00,3,3 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
256V5,BD60804,DISCO DELANTERO DE FRENOS,TOYOTA HIACE <-05 HILUX 2WD 1 TONELADA,Q267.00,38,30 JOEL 4 CHIQUIMULA 2 PETAPA 2 MARTI,DISCOS DE FRENOS,WAGNER,TOYOTA,
240V4,BD61850,DISCO DELANTERO DE FRENOS 43512-12330P,TOYOTA COROLLA 88-92,Q223.00,7,6 JOEL 1 PETAPA,DISCOS DE FRENOS,WAGNER,TOYOTA,
254V5,BD61942,DISCO DELANTERO DE FRENOS,TOYOTA HILUX 2WD 89-95 6 cil.,Q305.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,TOYOTA,
248V5,BD60800,DISCO DELANTERO DE FRENOS,TOYOTA CRESSIDA BERLINA 84-88,Q180.00,1,,DISCOS DE FRENOS,WAGNER,TOYOTA,
245S5,BD125275,DISCO TRASERO DE FRENOS,VOLKSWAGEN PASSAT 99-05,Q188.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
228V5 BUFA,BD125280,DISCO TRASERO DE FRENOS,VOLKSWAGEN GOLF VR6 96-98,Q339.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
288V5,BD125433,DISCO DELANTERO DE FRENOS,"VOLKSWAGEN PASSAT 99-05, A4 96-05",Q396.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
288V5,BD125614,DISCO DELANTERO DE FRENOS,VOLKSWAGEN JETTA 96-99 288MM,Q308.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
288V5,BD125681,DISCO DELANTERO DE FRENOS 288MM,VOLKSWAGEN BEETLE 99-05 288MM /GOLF 00/05,Q497.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
283V5,BD125699,DISCO DELANTERO DE FRENOS,VOLKSWAGEN PASSAT 98-99,Q337.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
245S5,BD125700,DISCO TRASERO DE FRENOS,VOLKSWAGEN PASSAT 99-05; AUDI A4 QUATTRO 96-01,Q539.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
312V5,BD126241,DISCO DELANTERO DE FRENOS,VOLKSWAGEN GOLF 2005; AUDI TT 00-06; BMW M5 00-06,Q697.00,2,2 DEISY,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
288V5,BD126323,DISCO DELANTERO DE FRENOS,VOLKSWAGEN JETTA 06-16 GOLF 05-16 RABBIT 06-09,Q623.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
260S5,BD180010,DISCO TRASERO DE FRENOS,VOLKSWAGEN JETTA 05-10,Q524.00,6,6 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
255V4,BD60866,DISCO DELANTERO DE FRENOS,VOLKSWAGEN GOLF 95-98 GOL 2012-16,Q275.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
239S4,BD97064,DISCO DELANTERO DE FRENOS,VOLKSWAGEN GOLF 93-98 JETTA 80-99,Q183.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,VOLKSWAGEN,
280V5,BD125319,DISCO DELANTERO DE FRENOS,VOLVO 940 91-95,Q313.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
280V4,BD125363,DISCO DELANTERO DE FRENOS,VOLVO 850 1993,Q380.00,2,,DISCOS DE FRENOS,WAGNER,VOLVO,
278V5,BD125439,DISCO DELANTERO DE FRENOS,VOLVO S70 98-00 R15,Q414.00,6,6 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
281V4,BD126176E,DISCO DELANTERO DE FRENOS,"VOLVO S40 00-04,V40 00-04",Q437.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
260S4,BD126177,DISCO TRASERO DE FRENOS,"VOLVO S40 00-04,V40 00-04",Q280.00,3,3 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
305V5,BD126189,DISCO DELANTERO DE FRENOS,"VOLVO S60 01-07, V70 01-05",Q679.00,3,3 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
286V5,BD126191E,DISCO DELANTERO DE FRENOS,"VOLVO S60 01-05, VOLVO V70 01-07, VOLVO XC70 03-07",Q431.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
336V5,BD126199,DISCO DELANTERO DE FRENOS,VOLVO XC90 03-10 R17 BD180066,Q631.00,4,4 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
316V5,BD126207,DISCO DELANTERO DE FRENOS,VOLVO XC90 03-10 R16 BD180065,Q914.00,1,1 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
290S5,BD126218,DISCO TRASERO DE FRENOS,VOLVO V70 01-05,Q737.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
280S5,BD126455,DISCO TRASERO DE FRENOS,VOLVO S40 04-10,Q558.00,2,2 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
280S5,BD97305,DISCO TRASERO DE FRENOS,VOLVO 240 90-93,Q254.00,3,3 JOEL,DISCOS DE FRENOS,WAGNER,VOLVO,
243S4,43512-12160P,DISCO DELANTERO DE FRENOS BD60762,TOYOTA COROLLA 84-87,Q246.00,3,3 JOEL,DISCOS DE FRENOS,SBC,TOYOTA,
345V5,42431-60290P,DISCO TRASERO DE FRENOS 42431-60290 BD126554,TOYOTA PRADO/4RUNNER PRADO 03-16 LEXUS GX460 GX470 03-14 SEQUOIA01-07,Q480.00,1,,DISCOS DE FRENOS,SBC,TOYOTA,
255V4,43512-12550P,DISCO DELANTERO DE FRENOS BD125326,TOYOTA COROLLA 93-02 COROLLA 04 Agencia BRASIL,Q242.00,0,,DISCOS DE FRENOS,SBC,TOYOTA,
313V5,43512-60130P,DISCO DELANTERO DE FRENOS BD125685,TOYOTA LAND CRUISER 98-07,Q467.00,6,6 JOEL 2 CHIQUIMULA,DISCOS DE FRENOS,SBC,TOYOTA,
240V4,45251-SR3-A00P,DISCO DELANTERO DE FRENOS BD125006 / 31019/ PRT1581,HONDA CIVIC 90-00,Q260.00,4,4 JOEL,DISCOS DE FRENOS,SBC,HONDA,
256V4,51712-1C150P,DISCO DELANTERO DE FRENOS,HYUNDAI GETZ,Q283.00,6,6 JOEL,DISCOS DE FRENOS,SBC,HYUNDAI,
255V4,51712-M2000P,DISCO DELANTERO DE FRENOS BD61828 BD125798,"MITSUBISHI GALANT 90-98, VOLVO S40 AGENCIA EXPO 92-94",Q260.00,6,6 JOEL,DISCOS DE FRENOS,SBC,MITSUBISHI,
231V4,55311-75F00P,DISCO DELANTERO DE FRENOS,SUZUKI ALTO,Q199.00,2,2 JOEL,DISCOS DE FRENOS,SBC,SUZUKI,
253V5,58129-44010,DISCO DELANTERO DE FRENOS,HYUNDAI H100 93-01 GRACE 96-03,Q217.00,15,13 JOEL 2 PETAPA,DISCOS DE FRENOS,SBC,HYUNDAI,
284S5,58411-3A300P,DISCO TRASERO DE FRENOS BD126201,"KIA Tucson, Sportage AWD 05-15, Santa Fe 01-06",Q314.00,6,4 JOEL 2 DEISY,DISCOS DE FRENOS,SBC,KIA,
324V6,58411-4H300,DISCO TRASERO DE FRENOS SBC,HYUNDAI H1 02-06 H100 08-10 GRAND STAREX CVX 2009,Q377.00,,,DISCOS DE FRENOS,SBC,HYUNDAI,
256V6,8-97308-868-0,DISCO DELANTERO DE FRENOS SBC,ISUZU D-MAX 2WD 03-12,Q252.00,26,20 JOEL 2 PETAPA 2 MARTI 2 ZONA9,DISCOS DE FRENOS,SBC,ISUZU,
280V6,8-97360-678-0,DISCO DELANTERO DE FRENOS SBC,ISUZU D-MAX 4X4,Q297.00,11,3 JOEL 4 PETAPA 2 MARTI 2 DEISY,DISCOS DE FRENOS,SBC,ISUZU,
278V5,BD126325P,DISCO DELANTERO DE FRENOS BP4Y-33-25XB,MAZDA 3,Q290.00,1,1 JOEL,DISCOS DE FRENOS,SBC,MAZDA,
258V4,BJ1Y-33-25XP,DISCO DELANTERO DE FRENOS BD126076,MAZDA PROTEGE 99-03,Q266.00,1,1 MARTI,DISCOS DE FRENOS,SBC,MAZDA,
258V5,MB-407030,DISCO DELANTERO DE FRENOS SBC,MITSUBISHI L300 87-11,Q225.00,20,16 JOEL 2 PETAPA 2 DEISY,DISCOS DE FRENOS,SBC,MITSUBISHI,
276V4,MR510742P,DISCO DELANTERO DE FRENOS,"MITSUBISHI LANCER 04-06, OUTLANDER 03-04",Q286.00,7,5 JOEL 2 DEISY,DISCOS DE FRENOS,SBC,MITSUBISHI,
258V6,OK72F-33-251AP,DISCO DELANTERO DE FRENOS,KIA PREGIO,Q360.00,16,15 JOEL,DISCOS DE FRENOS,SBC,KIA,
256V6,UH81-33-251,DISCO DELANTERO DE FRENOS SBC,MAZDA BT50 2WD 2.5 B250 B2900 98-12 UR66-33-251,Q270.00,14,4 JOEL 2 PETAPA 2 MARTI 2 DEISY 4 CHIQUIMULA,DISCOS DE FRENOS,SBC,MAZDA,
256V4,90947879,Disco delantero de frenos,"DAEWOO RACER 97 VER DEL,CHEVROLET OPTRA", Q369.00 ,1,1 JOEL,DISCOS DE FRENOS,KASHIMA,DAEWOO,
234V4,51712-02550,Disco delantero de frenos,HYUNDAI ATOS KIA RIO 03 AGENCIA, Q278.00 ,8,6 JOEL 2 MARTI,DISCOS DE FRENOS,KASHIMA,HYUNDAI,
,BR31313,DISCO DELANTERO DE FRENOS BD126068,HYUNDAI SANTA FE 02-06,Q373.00,1,,DISCOS DE FRENOS,KASHIMA,HYUNDAI,
256V6,BR3140,Disco delantero de frenos BD60820,MAZDA B2000/B2200/B2600 /B2500,Q415.00,2,2 JOEL,DISCOS DE FRENOS,KASHIMA,MAZDA,
313S5,BR90150,Disco trasero de frenos BR31317 BD126010,HONDA ODYSSEY 02-04,Q452.00,4,4 JOEL,DISCOS DE FRENOS,KASHIMA,HONDA,
297V6,43512-04020K,DISCO DELANTERO DE FRENOS BD125503,"TOYOTA 4RUNNER 96-02 EXC 16"", TACOMA 95-04 4x4",Q233.00,2,,DISCOS DE FRENOS,KENICHI,TOYOTA,
285V6,43512-26190K,DISCO DELANTERO DE FRENOS,TOYOTA HIACE 06->,Q330.00,3,Q120.00 2 MARTI 1 JOEL,DISCOS DE FRENOS,KENICHI,TOYOTA,
248V5,43512-35080K ®,DISCO DELANTERO DE FRENOS BD60759,"TOYOTA HILUX 2WD 84-04, 22R 2WD 1/2 TONELADA",Q217.00,2,,DISCOS DE FRENOS,KENICHI,TOYOTA,
257V5,43512-35180K,DISCO DELANTERO DE FRENOS BD60804,"TOYOTA Hilux 3.0 2WD 89-92, HIACE <-04 1 TONELADA",Q184.00,4,4 CHIQUIMULA Q70.00,DISCOS DE FRENOS,KENICHI,TOYOTA,
257V5,43512-26090,DISCO DELANTERO DE FRENOS BD60804 BENDIX,TOYOTA HIACE 89-95,Q210.00,2,,DISCOS DE FRENOS,KENICHI,TOYOTA,
257V5,43512-OK010K,DISCO DELANTERO DE FRENOS 43512-OK020K,TOYOTA VIGO 2WD 06->,Q307.00,2,,DISCOS DE FRENOS,KENICHI,TOYOTA,
257V5,43512-OK020K,DISCO DELANTERO DE FRENOS 43512-OK010K,TOYOTA VIGO 2WD 06->,Q375.00,6,,DISCOS DE FRENOS,KENICHI,TOYOTA,
235V4,BR70-33-25XK,DISCO DELANTERO DE FRENOS BD61996 BJ0,MAZDA protege 90-01 323 90-95 kia RIO 01-02,Q188.00,15,13 JOEL 2 ZONA9 Q75.00,DISCOS DE FRENOS,KENICHI,MAZDA,
256V4,MR449770K,DISCO DELANTERO DE FRENOS BD126074 R14 64MM CENTRO,"MITSUBISHI MIRAGE 98-00 10 1/16"" BR90193 HAY KENICHI",Q169.00,1,1 MARTI,DISCOS DE FRENOS,KENICHI,MITSUBISHI,
258V6,OK72F-33-251AK,DISCO DELANTERO DE FRENOS,KIA PREGIO,Q215.00,108,46 JOEL 4 PETAPA 4 MARTI 4 ZONA9 50 MOYOREO,DISCOS DE FRENOS,KENICHI,KIA,
,BD125296,"TAMBOR DE FRENOS 10 X 1-3/4"" OS30125296",JEEP GRAND CHEROKEE 93-98,  386.00 ,1,1 JOEL,TAMBOR DE FRENOS,WAGNER,JEEP,
,BD125403,"TAMBOR DE FRENOS 9-27/32 X 2-11/64""",FORD WINDSTAR 95-03,Q482.00,3,3 JOEL,TAMBOR DE FRENOS,WAGNER,FORD,
,BD125723E,"TAMBOR DE FRENOS 9 x 1-5/8""","FORD ESCAPE 01-06, MAZDA TRIBUTE 01-06",Q409.00,4,4 JOEL,TAMBOR DE FRENOS,WAGNER,FORD,
,BD125772,TAMBOR DE FRENOS,HYUNDAI ACCENT 00-02,Q252.00,1,1 JOEL,TAMBOR DE FRENOS,WAGNER,HYUNDAI,
,BD126013E,TAMBOR DE FRENOS,JEEP LIBERTY 02,"Q1,000.00",4,4 JOEL,TAMBOR DE FRENOS,WAGNER,JEEP,
,BD126088E,"TAMBOR DE FRENOS 7-7/8 X 1-1/4""",TOYOTA COROLLA 03-08,Q250.00,1,1 JOEL,TAMBOR DE FRENOS,WAGNER,TOYOTA,
,BD126315,"TAMBOR DE FRENOS 10 X 2-5/32""","SUZUKI GRAND VITARA 01-04, XL-7 02-06",Q510.00,3,1 JOEL,TAMBOR DE FRENOS,WAGNER,SUZUKI,
,BD126266E,TAMBOR DE FRENOS 295M 14M TORNILLO 80M ALTO 101MM,CHEVROLET COLORADO 4WD 04-12,Q553.00,4,4 JOEL,TAMBOR DE FRENOS,WAGNER,CHEVROLET,
,43206-08G11K,TAMBOR DE FRENOS BD61837 43206-08G11P 260M 100M 63.5M,"NISSAN D21, FRONTIER, NISSAN URVAN E24/E25 asta 2021",Q287.00,65,61 JOEL 4 MARTI 6 AUJEROS,TAMBOR DE FRENOS,KENICHI,NISSAN,
,43206-08G11P,TAMBOR DE FRENOS BD61837 43206-08G11K 260M 100M 63.5M,"NISSAN D21, FRONTIER, NISSAN URVAN E24 E25 ASTA 2021",Q335.00,6,6 AUJEROS,TAMBOR DE FRENOS,SBC,NISSAN,
,58411-2H000P,TAMBOR DE FRENOS BD180359,"HYUNDAI ELANTRA 08-10, SOUL 10-13",Q241.00,2,2 JOEL,TAMBOR DE FRENOS,SBC,HYUNDAI,
,BD125813,ESPÁRRAGO DE RUEDA,"SUBARU IMPREZA 93-06, FORESTER 98-08",Q38.00,18,,ESPÁRRAGO DE RUEDA,WAGNER,SUBARU,
,BD125852,ESPÁRRAGO DE RUEDA DELANTERA,FORD RANGER 95-97 4WD SI HAY,Q35.00,14,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD125933,ESPÁRRAGO DE RUEDA DELANTERA,DODGE DURANGO 98-03,Q40.00,5,,ESPÁRRAGO DE RUEDA,WAGNER,DODGE,
,BD125939,ESPÁRRAGO DE RUEDA DELANTERA,NISSAN QUEST 95-98,Q34.00,28,,ESPÁRRAGO DE RUEDA,WAGNER,NISSAN,
,BD125941,ESPARRAGO DE RUEDA,FORD F250/350 99-02 SD 4WD 14MM,Q75.00,10,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD125953,ESPÁRRAGO DE RUEDA DELANTERA,"ISUZU MONTERO 00-04, TROOPER 95-02",Q23.00,6,,ESPÁRRAGO DE RUEDA,WAGNER,ISUZU,
,BD125965,ESPÁRRAGO DE RUEDA TRASERA,FORD FOCUS 00-05,Q37.00,11,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD125970,ESPÁRRAGO DE RUEDA TRASERA,HYUNDAI SANTA FE 01-05,Q74.00,7,,ESPÁRRAGO DE RUEDA,WAGNER,HYUNDAI,
,BD125972,ESPÁRRAGO DE RUEDA,JEEP CHEROKEE 00-01,Q48.00,20,,ESPÁRRAGO DE RUEDA,WAGNER,JEEP,
,BD125973,ESPÁRRAGO DE RUEDA,KIA RIO 01-02,Q30.00,4,,ESPÁRRAGO DE RUEDA,WAGNER,KIA,
,BD125976,ESPARRAGO DE RUEDA,FORD F250/350 99-02 RWD 14MM,Q67.00,18,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD125980,ESPÁRRAGO DE RUEDA TRASERA,TOYOTA 4RUNNER 04-05,Q57.00,18,,ESPÁRRAGO DE RUEDA,WAGNER,TOYOTA,
,BD125995,ESPÁRRAGO DE RUEDA,"CHEVROLET TRAIL BLAZER 02-05, COLORADO 04-08",Q44.00,14,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD142988,ESPARRAGO RUEDA DELANTERA,JEEP LIBERTY,Q35.00,6,,ESPÁRRAGO DE RUEDA,WAGNER,JEEP,
,BD60901,ESPARRAGO DE RUEDA DELANTERA,CHEVROLET ASTRO 95-01 2WD,Q10.00,21,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD60930,ESPÁRRAGO DE RUEDA TRASERA,"FORD RANGER 95->, AEROSTAR <-97",Q30.00,6,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD60946,ESPÁRRAGO DE RUEDA,"CHEVROLET BLAZER 95-05, COLORADO 04-08",Q28.00,1,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD60958,ESPÁRRAGO DE RUEDA DELANTERA BD61464,HYUNDAI ACCENT 00-05,Q22.00,38,,ESPÁRRAGO DE RUEDA,WAGNER,HYUNDAI,
,BD61172,ESPÁRRAGO DE RUEDA TRASERA,"TOYOTA LAND CRUISER 81-90, 4RUNNER 84-94",Q33.00,22,,ESPÁRRAGO DE RUEDA,WAGNER,TOYOTA,
,BD61175,ESPARRAGO DE RUEDA TRASERA,"FORD F250 99-04 9/16""",Q55.00,20,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD61184,ESPÁRRAGO DE RUEDA DELANTERA,FORD WINDSTAR 95-98,Q11.00,16,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD61197,ESPARRAGO DE RUEDA,GEO METRO 90-94,Q28.00,150,,ESPÁRRAGO DE RUEDA,WAGNER,GEO,
,BD61201,ESPARRAGO DE RUEDA,TOYOTA HILUX 07-> VIGO,Q22.00,105,,ESPÁRRAGO DE RUEDA,WAGNER,TOYOTA,
,BD61228,ESPÁRRAGO DE RUEDA DELANTERA,FORD AEROSTAR <-97 4WD,Q12.00,13,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD61401,ESPÁRRAGO DE RUEDA DELANTERA,CHEVROLET SUBURBAN 95-99,Q15.00,15,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD61419,ESPÁRRAGO DE RUEDA DELANTERA,HYUNDAI ACCENT 95-99,Q8.00,28,,ESPÁRRAGO DE RUEDA,WAGNER,HYUNDAI,
,BD61420,ESPÁRRAGO DE RUEDA TRASERA,KIA SPORTAGE 95-01,Q28.00,2,,ESPÁRRAGO DE RUEDA,WAGNER,KIA,
,BD61430,ESPÁRRAGO DE RUEDA TRASERA,"SUZUKI SIDEKICK, SAMURAI <-95, SWIFT 95-01",Q30.00,5,,ESPÁRRAGO DE RUEDA,WAGNER,SUZUKI,
,BD61456,ESPÁRRAGO DE RUEDA TRASERA,NISSAN QUEST 95-98,Q23.00,30,,ESPÁRRAGO DE RUEDA,WAGNER,NISSAN,
,BD61468,ESPÁRRAGO DE RUEDA,NISSAN SENTRA 91-05,Q26.00,3,,ESPÁRRAGO DE RUEDA,WAGNER,NISSAN,
,BD61483,ESPÁRRAGO DE RUEDA TRASERA,CHEVROLET ASTRO 85-02,Q8.00,11,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD125911,TUERCA DE RUEDA,19M TAPADO ACURA SLX 96-99 DODGE CARAVAN 84-07,Q49.00,1,,ESPÁRRAGO DE RUEDA,WAGNER,19M,
,BD125916,TUERCA DE RUEDA,"CHEVROLET ASTRO 03-05, AVALANCHE 07-13,",Q31.00,10,,ESPÁRRAGO DE RUEDA,WAGNER,CHEVROLET,
,BD125918,TUERCA DE RUEDA,"19M CHEVROLET CAVALIER 82-99, CORSICA 92-96",Q20.00,19,,ESPÁRRAGO DE RUEDA,WAGNER,19M,
,BD125919,TUERCA DE RUEDA,"19M HONDA CIVIC 80-15, FIT 07-15, ACCORD 86-97",Q36.00,4,,ESPÁRRAGO DE RUEDA,WAGNER,19M,
,BD125920,TUERCA DE RUEDA,"19M FORD RANGER 83-94, TAURUS, 08-09, EXPLORER 91-01",Q34.00,4,,ESPÁRRAGO DE RUEDA,WAGNER,19M,
,BD125927,TUERCA DE RUEDA,FORD F250/350 99-04,Q37.00,18,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD125929,TUERCA DE RUEDA,"19M TOYOTA 4RUNNER 96-15, CAMRY 83-03, CELICA 86-05",Q83.00,1,,ESPÁRRAGO DE RUEDA,WAGNER,19M,
,BD125950,TUERCA DE RUEDA,TOYOTA TACOMA 95-05,Q54.00,22,,ESPÁRRAGO DE RUEDA,WAGNER,TOYOTA,
,BD140002,TUERCA DE RUEDA,"FORD ESCAPE, TRIBUTE 01-05",Q43.00,9,,ESPÁRRAGO DE RUEDA,WAGNER,FORD,
,BD140005,TUERCA DE RUEDA,NISSAN FRONTIER 99-08,Q52.00,12,,ESPÁRRAGO DE RUEDA,WAGNER,NISSAN,
